Mean,Std,Variance,Delta,Theta,Alpha,Beta,Gamma,Label
2.8302523365540623e-07,3.6707250117335974e-05,1.9138351085453446e-09,1.2770928634310702e-09,3.265399909375071e-10,5.676280019598704e-11,1.3773935462917307e-10,8.997120421129345e-11,0
3.136452701768442e-07,3.6473057047728325e-05,1.5335691761765162e-09,6.420624507076672e-10,1.5021624228801306e-10,3.273552348046053e-11,1.1605802327252285e-10,4.879202425403078e-11,0
3.1418767599467035e-08,3.440382444426195e-05,1.5223742705444877e-09,1.0771155068906936e-09,2.35270366681392e-10,3.437817349076546e-11,4.1718802634756235e-11,1.8394173914595973e-11,0
-1.252747071643058e-07,3.2322941407262366e-05,1.443700888177776e-09,1.0354239717994295e-09,2.141665809261211e-10,3.096777956582296e-11,6.227832669987408e-11,3.873037929306665e-11,0
-1.4907114118745667e-08,3.385422784788043e-05,1.6026405263469858e-09,1.1519478718798262e-09,1.3819822013498864e-10,2.666031130530829e-11,4.7142139765469564e-11,2.9601559055773566e-11,0
-2.0523131164578817e-07,2.841249561097911e-05,1.0275720819951598e-09,2.6648197941043164e-10,8.072610692219547e-11,3.5452233754194074e-11,7.254147755093576e-11,4.728015595871905e-11,0
-1.1373129393029343e-07,2.738736989154194e-05,1.0242372448978155e-09,5.092043762922949e-10,1.7411906934104622e-10,4.420598007705636e-11,1.2379729393822099e-10,9.222845344306263e-11,0
3.254301678925213e-07,2.5186741851357765e-05,8.350424579295506e-10,7.666331496792842e-10,1.4189786263638441e-10,2.502335080748532e-11,4.312024064015223e-11,2.5491733602724846e-11,0
-5.702479375004337e-07,2.8692128530473546e-05,1.2525772060599779e-09,8.31900769045369e-10,2.498225433709635e-10,3.88347779558408e-11,7.458054005196993e-11,4.807540611011005e-11,0
5.010373810346642e-07,2.152525411475447e-05,6.390568589742002e-10,4.0217757560163395e-10,1.3430042542588257e-10,3.546273765658683e-11,1.003594511199961e-10,5.237665578297848e-11,0
6.059306339561985e-07,2.5755582259646304e-05,1.0563598053286204e-09,5.132432179226607e-10,2.060517793871939e-10,3.547854722361174e-11,4.6030484021111035e-11,2.5546327775655565e-11,0
-9.05215879202461e-07,2.361940047554701e-05,7.446285848668217e-10,4.3323652185431384e-10,9.437621899390225e-11,2.0258991087655592e-11,7.269869614005745e-11,5.0878403627291415e-11,0
4.5631237449510604e-08,2.4168103856373323e-05,8.072464073956932e-10,2.526485142081525e-10,9.727495087390129e-11,2.1760539876840613e-11,8.699154808042936e-11,7.163772633682204e-11,0
7.740326025454401e-08,3.3097656930470496e-05,1.603996169889704e-09,1.3925044752938514e-09,2.312895558725029e-10,3.697677261794221e-11,5.81797863989288e-11,3.4067343257141135e-11,0
1.9880961746789164e-08,3.093583788643107e-05,1.2362582018018813e-09,6.980895300698087e-10,1.5046218614414015e-10,4.321171449413504e-11,1.422140782405925e-10,1.1341303599038001e-10,0
1.348569169555677e-08,3.2479836751751694e-05,1.4610234345022154e-09,1.0393730930269231e-09,1.828176403828298e-10,3.227357718473161e-11,1.0493427963081773e-10,6.419057118524728e-11,0
-5.9260841534629616e-08,1.904814480436563e-05,4.304294572966789e-10,2.7945455670046887e-10,1.0260929022163928e-10,2.08486679838046e-11,3.294090179563845e-11,1.6512020944001495e-11,0
-2.0595925591669344e-07,1.8919001333210123e-05,3.7517880912671277e-10,1.7943861816909944e-10,6.285574055540577e-11,2.1635798579365036e-11,4.103893851185588e-11,2.2612207630521854e-11,0
4.328072523496602e-07,3.505092694629814e-05,1.7694082095420419e-09,4.827264507636475e-10,8.307156766551333e-11,2.738525242025134e-11,1.4436674718416481e-10,1.0772282420680117e-10,0
-2.2771527277095184e-08,3.353633216987336e-05,1.5242462890785065e-09,9.708192552822103e-10,2.0538835249096502e-10,4.78145374812327e-11,1.348275182561893e-10,1.3041071730590593e-10,0
2.2977143191708514e-07,3.356085535667753e-05,1.5429826793226412e-09,1.0570132462326388e-09,2.9934725376896306e-10,4.925484509534039e-11,1.1940496232223118e-10,9.224543577450273e-11,0
-1.8336973316875714e-07,3.274798475060968e-05,1.40403496184384e-09,6.029170984406424e-10,1.4640658743194026e-10,3.894903063220405e-11,1.6678371121138952e-10,1.2516367396837272e-10,0
-1.528629526973694e-07,4.48919266012128e-05,3.1507624218522286e-09,2.7672325431122827e-09,6.168090647482563e-10,8.034605359237577e-11,9.812347980524787e-11,6.871425620264505e-11,0
-3.120213465599506e-07,2.5604050889046487e-05,7.92662721792307e-10,4.3150631096647467e-10,1.0365598670127408e-10,4.103022315079509e-11,8.403650442638742e-11,4.550814075895597e-11,0
8.572858527573298e-07,3.4045402454528914e-05,1.6147938981891465e-09,3.928398500565927e-10,1.0095663755116433e-10,3.869702933268352e-11,7.123743577776561e-11,4.422479475788632e-11,0
1.7153072429600456e-07,3.650839525070476e-05,1.8500122113400636e-09,9.133098705743002e-10,1.9630949103707756e-10,4.418223269768282e-11,9.719109146526617e-11,6.584016016264777e-11,0
-1.1576096831994418e-06,3.8909532675279045e-05,2.282389161325649e-09,1.9753310435331557e-09,3.7284842038048995e-10,3.816670034782725e-11,7.863649246792066e-11,3.680768571751561e-11,0
5.598301042170368e-07,2.8935163978558654e-05,1.1092260734690534e-09,6.107359663188087e-10,1.850571076822315e-10,4.51753977022096e-11,6.285960459163518e-11,3.511090973565981e-11,0
-4.916732966637882e-07,1.9453902573902717e-05,4.2005311362207983e-10,1.4275911418531627e-10,6.197253019437524e-11,1.9714567598896446e-11,3.526356596159055e-11,1.7086941642764127e-11,0
8.114698293726941e-07,3.941441441316787e-05,2.187535230349586e-09,1.1435672434316e-09,2.3551713706134084e-10,3.882190229752159e-11,7.129173337781267e-11,4.6538640234258634e-11,0
1.8643833151715864e-07,2.8426257731905755e-05,1.0664836200658428e-09,6.170872539786585e-10,1.5708116505883556e-10,4.0426988502571265e-11,4.865723431990383e-11,2.7041571980165147e-11,0
-1.008763567633651e-06,1.715026733364679e-05,3.276294681943996e-10,9.859258365081158e-11,3.962270858308555e-11,1.6319437432369732e-11,2.3343312125775742e-11,1.0295325760971446e-11,0
3.7843198475078785e-07,2.4001273207702514e-05,7.72371914227764e-10,7.310373620789019e-10,1.613557298785606e-10,2.0945238448227367e-11,2.7230124899565882e-11,1.3291819985863574e-11,0
2.5631759814611274e-07,2.8953704278338602e-05,1.2165435880042856e-09,2.7966176656035473e-10,7.284888966742042e-11,2.3979982870532027e-11,3.059263868812981e-11,1.4228742437940313e-11,0
1.0912308381227822e-07,1.9191568657799678e-05,3.88825944593586e-10,1.812720341920371e-10,8.621725709243973e-11,4.727821914162629e-11,3.951124939013202e-11,1.6632810142983502e-11,0
-2.1626285213835389e-07,1.4142189818165024e-05,2.0522059860237514e-10,9.539542796673185e-11,4.347614729618078e-11,1.2839035650246623e-11,2.9051209170688163e-11,1.8274073776324473e-11,0
-3.197760590121745e-07,3.071591492219517e-05,1.6386154870935957e-09,1.504256657867175e-09,6.729991466948963e-11,2.343918675206353e-11,3.397487139233983e-11,1.232315703840575e-11,0
4.195227667441362e-07,2.5357488445054248e-05,8.264741825321074e-10,4.685209820325165e-10,1.3139841719357473e-10,2.7479321830451395e-11,3.0980320457662686e-11,1.2309275422083103e-11,0
-1.3598481632078375e-06,3.50158577045263e-05,1.651349972932021e-09,1.3505205426244277e-09,9.225106047973879e-11,1.936568173311213e-11,3.606930403577921e-11,1.9233299266062307e-11,0
1.1179343710485305e-06,2.7307877048732116e-05,1.0075979185342448e-09,4.770965276745059e-10,1.1481446120359921e-10,2.442257339076785e-11,3.0584663994424974e-11,1.724540592193075e-11,0
4.0033791912805786e-08,2.3167870449875258e-05,6.57718272469926e-10,3.486309785886554e-10,9.046790665573181e-11,2.2168202363254403e-11,5.156898051518329e-11,3.1151248740105824e-11,0
-2.2268553625237603e-07,3.135171011696497e-05,1.4548066603637922e-09,1.710936805900559e-09,1.5068578435498135e-10,2.8375785129640915e-11,2.6501923995271763e-11,1.3799700507621639e-11,0
2.3602048138358516e-07,3.293102381598365e-05,1.5812770800617854e-09,1.2191050019703192e-09,2.2963148295046713e-10,3.551211368578876e-11,4.3600002605537494e-11,2.2616807857913617e-11,0
2.3103372459165157e-07,2.8908987928905026e-05,1.0726407537859825e-09,7.273415973550476e-10,1.571781720847179e-10,3.050038200699418e-11,3.701927892926549e-11,1.4403780235078753e-11,0
-4.803149458848623e-07,4.038721744323764e-05,2.3018067336126605e-09,1.7087596154929496e-09,2.1225032912651908e-10,3.1688402689532477e-11,4.6875836935241863e-11,2.7030424336549313e-11,0
8.877376150242496e-07,3.419852794942172e-05,1.6212992864468015e-09,7.800611043403995e-10,1.6436387601031308e-10,4.4534361100488315e-11,6.657591166293782e-11,4.865971241041611e-11,0
-5.770007799273348e-07,3.833565947676123e-05,2.2343960431806863e-09,1.6014581873902205e-09,3.520736723806308e-10,4.040699218741961e-11,4.714599442602386e-11,2.0602016739866014e-11,0
3.161624540909096e-07,3.0219166084397425e-05,1.2199215102557648e-09,6.229847603298625e-10,1.1906169040775915e-10,3.489697104074035e-11,6.139180666428108e-11,3.5990596072473705e-11,0
-9.062288541986035e-07,2.5637752811508625e-05,9.752662334455582e-10,6.108527364416352e-10,1.5039054773089922e-10,2.734197659511989e-11,4.886042862946228e-11,2.677732351183152e-11,0
5.754272377714578e-07,3.0043929975813588e-05,1.4811165333797285e-09,9.350906508973408e-10,2.792325797702265e-10,4.7535440674607565e-11,8.21546631670207e-11,5.2360606635339613e-11,0
-3.6085005688244856e-07,1.9015612791408698e-05,4.0453832693444656e-10,2.0217311314757387e-10,5.145317365536761e-11,2.1248127335469284e-11,5.2296808006703726e-11,4.101243810190556e-11,0
4.498548908594206e-07,1.9266001839455334e-05,3.8278340540767205e-10,1.9400134721685084e-10,1.0028524922829624e-10,1.7304284609048932e-11,3.1697805667716466e-11,1.2684289969079819e-11,0
-3.324496931344829e-07,1.8706986323270833e-05,3.6176614088761867e-10,1.5717702540085074e-10,9.259013588995954e-11,2.2769673727482638e-11,4.072748195211424e-11,2.317415834999259e-11,0
5.373682678333471e-07,2.783670950731612e-05,1.0690201802430528e-09,7.402447905527947e-10,2.498897792637507e-10,3.189490405149518e-11,3.321275050208321e-11,1.5536585709642627e-11,0
-2.2167724417460834e-07,2.9253005634965113e-05,1.126194208633076e-09,1.7039591121299766e-10,5.261319323852759e-11,1.5285977701418664e-11,4.582176395912916e-11,3.3803429624746896e-11,0
2.49297933736406e-07,3.2177895479417364e-05,1.331426604896239e-09,9.436987810029454e-10,1.9283992713512046e-10,3.247937393176174e-11,8.695336072847613e-11,7.83559934420139e-11,0
-4.0580090664160877e-07,2.9766272018774726e-05,1.0188969037584127e-09,6.95938587575936e-10,1.7302463663758797e-10,3.40036883794351e-11,8.376059014514605e-11,8.434376586611066e-11,0
-1.314667555676279e-07,3.2848232396903345e-05,1.4988367243330922e-09,1.3321960213756186e-09,2.740553247994155e-10,4.097606170808065e-11,4.264010659489192e-11,2.345619102942191e-11,0
3.138306442814662e-07,2.6421114543280192e-05,8.546142487727111e-10,6.358712633419045e-10,1.6438002297662762e-10,3.473661754331796e-11,4.996277017661668e-11,2.690400795959129e-11,0
-2.3311432011172351e-07,1.811829464615892e-05,3.403688317428055e-10,1.377446660036351e-10,5.2796354135683654e-11,1.99743010083541e-11,5.6671303138148545e-11,3.202862532656393e-11,0
2.110037219579722e-07,2.904582145488072e-05,1.1985755595043198e-09,8.091722607757414e-10,1.6578299290399153e-10,3.277805995865274e-11,4.229571682955002e-11,2.6055471277162307e-11,0
8.085942008780689e-08,2.2351587724586256e-05,5.67280535462179e-10,2.430702228761924e-10,7.449067889924249e-11,2.7011766431979747e-11,5.7217486175350625e-11,3.627253643373974e-11,0
7.469531643268341e-08,3.245549730037905e-05,1.4045526731822562e-09,9.44679894352291e-10,1.9945124932486237e-10,4.729728891725484e-11,6.076596993329174e-11,3.5847171732609654e-11,0
-7.759385631848894e-07,2.987745358520671e-05,1.1331776712071286e-09,8.348434329425752e-10,1.8287714947463577e-10,4.2130651099004855e-11,5.914707802955269e-11,3.221828908366895e-11,0
4.465282116652375e-07,2.390545833742249e-05,7.397428448896744e-10,2.245367421701122e-10,8.028380874204658e-11,2.0117434862664033e-11,5.7131233848903695e-11,4.541811861376128e-11,0
4.0969908660255604e-07,2.6812600399867203e-05,1.0248142557338917e-09,6.10423711549929e-10,7.371031810605843e-11,1.8026215815190876e-11,3.837824150767265e-11,2.0015463585409918e-11,0
-7.456044037998116e-07,3.23479610594255e-05,1.4739780339002257e-09,1.3010306685462897e-09,2.700794386511425e-10,4.192919500746917e-11,7.00602725585582e-11,4.148712024449935e-11,0
4.209766945094708e-07,2.982942157077913e-05,1.2692787548036312e-09,4.6077037359536343e-10,1.0638726505419248e-10,2.785362061028948e-11,7.127173968502156e-11,5.0107711355603846e-11,0
-5.502781152668153e-07,2.2169201822217424e-05,5.66462012939198e-10,2.1506549878921875e-10,5.458632496652683e-11,2.6370492628164823e-11,4.4050558707835606e-11,2.952835770560632e-11,0
7.215964570326986e-07,2.7847018383733215e-05,1.0028559996663713e-09,4.4220531126369004e-10,1.306263797600551e-10,2.7980843681341525e-11,7.918012657579935e-11,4.8219824719314695e-11,0
-2.430701920499118e-09,3.0111836274322388e-05,1.1793713405553503e-09,7.811705861660412e-10,1.794866500261463e-10,3.9851013327289e-11,9.42450889341259e-11,8.941059309814096e-11,0
-9.807445980194222e-07,3.088096871860377e-05,1.2788226663337302e-09,8.370503623622702e-10,1.8508062229728916e-10,3.6751052404491826e-11,8.79385933349003e-11,5.193080360510011e-11,0
7.962585969996223e-07,4.0804363006447565e-05,2.4880395627515432e-09,1.0002711071541427e-09,2.52377133910994e-10,6.089436162217672e-11,1.1871453006068335e-10,1.1365260675620105e-10,0
6.228903359284288e-07,2.984857526424078e-05,1.111719606533955e-09,6.814031612462103e-10,1.0897499331450788e-10,2.980843528999185e-11,7.340674587009645e-11,4.619671780795319e-11,0
-9.503761027722164e-07,4.0318699106153816e-05,2.077865179911231e-09,1.801795935332046e-09,7.187783552254836e-11,2.8579250690336547e-11,1.354624106175717e-10,1.654347617954243e-10,0
8.707353063386803e-07,5.6193199280657415e-05,4.475030921709855e-09,2.5187749677493904e-09,3.1927775047408245e-10,5.337587376616422e-11,1.034322908415335e-10,1.1782005459258297e-10,0
-6.78811977751463e-07,3.294704364223063e-05,1.5427974545392466e-09,7.075855476940116e-10,1.564222697191469e-10,4.150684314101473e-11,1.4438423018564099e-10,1.3555478159248047e-10,0
1.6292387019019772e-07,1.9875672993926902e-05,4.3048207868746517e-10,1.482666735067915e-10,5.017980377269954e-11,2.203358052295034e-11,6.324656932922021e-11,3.9288047390515616e-11,0
4.288426899317702e-07,3.764437578701121e-05,1.997643248250502e-09,4.990776692407569e-10,8.031335383957813e-11,3.218877557805235e-11,7.374272860697366e-11,4.501917874028672e-11,0
-2.330415251666002e-08,2.9607022079699793e-05,1.0913813618573036e-09,3.5431625194857015e-10,8.881648280023206e-11,3.6616637674901944e-11,4.9327650898647195e-11,2.8011846264045646e-11,0
-5.913036685965541e-07,1.6648003350510963e-05,2.9004792563341847e-10,1.1315755519169063e-10,3.7799834892262636e-11,1.4999164957297097e-11,3.7431245907404015e-11,1.6280785915800008e-11,0
5.986174394591433e-07,3.364356280673876e-05,1.6343277561181603e-09,1.5528942004431958e-09,2.3050843654680998e-10,5.4113010895206686e-11,7.50174434615468e-11,4.1507315136168975e-11,0
-5.913213351546527e-07,2.5511007610141318e-05,7.973259399933042e-10,2.5056421021166973e-10,7.807866982150108e-11,2.8739460211064265e-11,1.2030617135631083e-10,9.56737488374242e-11,0
-1.5124228818692965e-07,3.1416446807592774e-05,1.5187168938457115e-09,1.3089545243955337e-09,3.8318818292947943e-10,3.394922689306484e-11,6.516743257640729e-11,3.0574328298763454e-11,0
1.5300206641707734e-07,3.824672237038941e-05,2.0866339796102137e-09,1.988127464836003e-09,4.309583397399295e-10,6.495948632385107e-11,1.0844728047629014e-10,6.504737239542943e-11,0
5.07761521913162e-07,3.205174474566463e-05,1.2054700111155166e-09,5.263155932639144e-10,1.305970970851208e-10,4.9692758819736027e-11,1.1412423731552095e-10,1.1445532080066402e-10,0
5.061289155603737e-07,3.795485502568266e-05,1.822394579803295e-09,9.042533894499785e-10,2.7105016054445297e-10,3.729496430369256e-11,1.400127207622425e-10,2.0025794867811969e-10,0
-8.025107230467335e-07,5.364584709509806e-05,3.915786012498155e-09,3.759787281115506e-09,3.753634101258163e-10,6.015511663878035e-11,2.599898496010168e-10,2.3973091529015645e-10,0
9.292990979506635e-07,4.431961087040127e-05,2.4870230503309083e-09,1.930106885099213e-09,1.8868832316467596e-10,4.419892084394179e-11,1.6532728139473916e-10,1.2067909674110175e-10,0
-8.767612579253478e-07,2.9191166980555467e-05,9.753169201028663e-10,5.377132996922871e-10,1.0848374226193342e-10,4.6662558332081163e-11,7.721565551085054e-11,5.0558534102781086e-11,0
2.4798789947180417e-07,4.0188883184065495e-05,2.316239193507974e-09,1.7181888247576757e-09,3.9162627474410725e-10,6.284657302892705e-11,8.719580182725544e-11,4.23930686523248e-11,0
-2.7551094409648176e-07,3.552415884153659e-05,1.4821314384745277e-09,7.287010354804805e-10,2.1110434447085618e-10,5.3308176118564904e-11,8.779790189400281e-11,8.127676744743774e-11,0
-5.978307438014034e-07,4.318240142931672e-05,2.396314462728222e-09,1.4749607258030165e-09,2.0986076745852666e-10,7.837366721560432e-11,2.3472992849847763e-10,1.911107100586899e-10,0
7.788594545474584e-08,3.5405809033638426e-05,1.643175920105073e-09,1.0457765493205096e-09,2.1207845891675154e-10,4.329679725967805e-11,7.455237181679798e-11,4.1023306097479894e-11,0
1.6766761749667957e-06,2.147247926543631e-05,5.674786590502374e-10,1.0697574323678075e-10,4.166201732010689e-11,1.7504526903186413e-11,3.861407405438695e-11,2.0593350472996888e-11,0
-9.415784676109149e-07,2.0721364940659716e-05,4.61667080603187e-10,1.7136986414279888e-10,5.303505957708246e-11,1.943207411140625e-11,5.4520551216348105e-11,3.7807330977443496e-11,0
-3.119324322647776e-07,3.631941517167514e-05,1.7721702689815118e-09,1.7112774928439937e-09,3.163466126806464e-10,3.594611654998737e-11,6.536223491251765e-11,3.786577078064959e-11,0
-1.6820283458323475e-07,2.7552819901076838e-05,9.74248967699697e-10,5.577827834707984e-10,1.4731132511498823e-10,3.032867910493187e-11,8.70550199913165e-11,5.581011360963614e-11,0
2.1644017454627748e-07,2.6406028330260644e-05,9.334933639339768e-10,7.651975811525731e-10,2.3455362239149007e-10,3.335591075176206e-11,6.950175755031865e-11,4.96654373406529e-11,0
1.4095759487185916e-07,2.1635091547136054e-05,5.171078101867045e-10,1.6596710667787797e-10,6.597037081115762e-11,2.5099289817949538e-11,4.2293953710044785e-11,2.3515925731926348e-11,0
-3.9763909595189444e-08,3.2061480860675155e-05,1.37275430393976e-09,7.510817949240795e-10,2.347992763383324e-10,4.371399155812645e-11,6.346366481745311e-11,4.31895493714773e-11,0
1.8551581202015885e-06,3.534056925100952e-05,1.7760757431356915e-09,7.652521398265758e-10,1.162702812482122e-10,3.394931658770883e-11,6.430779940090555e-11,3.533022706742698e-11,0
-2.0008011141724593e-06,3.2009728378821224e-05,1.3031445509329393e-09,5.895492011104942e-10,1.2959420504535908e-10,3.851974043481346e-11,8.662275587172253e-11,6.422772948638662e-11,0
-3.172288867664112e-07,3.887672715588505e-05,2.1462953488042088e-09,2.0108703254451983e-09,3.216763579277114e-10,7.226516393171682e-11,9.859558780138578e-11,6.653369084965165e-11,0
6.177168538261325e-07,3.5735919763871506e-05,1.8615189186463884e-09,1.0836398307112393e-09,2.2676634178769968e-10,3.709005189880471e-11,4.7068082102525466e-11,2.82363420585785e-11,0
1.9904828411456663e-07,3.076199598509281e-05,1.1053691710523591e-09,7.844811053513667e-10,1.929823714723886e-10,3.9744145770040945e-11,8.617311956323162e-11,5.414313338476094e-11,0
-4.799837962641992e-07,3.361518042483776e-05,1.3278246105642314e-09,6.693213310056773e-10,2.0314817915033783e-10,4.4157120221428544e-11,1.210725475958013e-10,1.0398193762578887e-10,0
-3.13473084560996e-07,3.745502577806664e-05,2.0623432778820767e-09,1.5668880769026833e-09,3.03934889407038e-10,5.703838215214531e-11,1.0943317686996459e-10,7.875897337976958e-11,0
4.055351643807274e-08,2.2422724286134676e-05,6.87723037816174e-10,6.436428308680409e-10,1.7902829955119592e-10,2.296517821197946e-11,2.6766781088819373e-11,1.2879655326603692e-11,0
4.992153275851199e-07,2.486116113258928e-05,7.599318434525602e-10,4.589944662301263e-10,1.6014922006854866e-10,4.075888747338402e-11,4.642743486060274e-11,3.0231395139052233e-11,0
8.798812736402651e-08,2.5084762189350028e-05,7.617870097819279e-10,4.821440865670503e-10,1.1361734367562894e-10,3.2606005971303275e-11,7.671775658569786e-11,4.072864786269156e-11,0
6.741139056181555e-07,4.14305656869747e-05,2.8296696004651266e-09,2.7373929452484044e-09,2.771926229979498e-10,4.087674111580836e-11,5.0525859563097133e-11,2.5637410457173583e-11,0
-9.563675759680433e-07,3.177541235281507e-05,1.2364037540604273e-09,9.672615239129286e-10,1.9478918540576261e-10,5.322259373513442e-11,1.1229892836066156e-10,5.5221458397964444e-11,0
-9.257536395551993e-07,3.7528684109593055e-05,2.353380784367701e-09,1.0677591756361207e-09,2.307669054140047e-10,3.5936700974162034e-11,5.773251172884406e-11,3.952065276231644e-11,0
8.996160711091365e-07,3.140181543614978e-05,1.2231814024250964e-09,7.267660329906739e-10,1.5333141430413873e-10,4.047502643543358e-11,5.951880084230544e-11,3.174113375882429e-11,0
-7.097023809499199e-07,2.745792837666304e-05,9.951276453690113e-10,5.786836238863265e-10,1.4117053028712504e-10,3.5068931644421614e-11,8.203490348316862e-11,5.0055474633017604e-11,0
7.903855253447341e-07,4.2507065705911074e-05,3.059629992827026e-09,1.8825598687947803e-09,3.1466326885083175e-10,3.0582322299048735e-11,7.83285521768744e-11,3.7924904471970895e-11,0
1.0465260673577384e-07,2.595917043127402e-05,8.309933302982449e-10,4.764488047142844e-10,1.2790792446400559e-10,2.751922496932675e-11,5.822403379481083e-11,3.939866984748622e-11,0
-4.370061754034092e-07,3.5543675319042164e-05,1.7362045151077105e-09,1.3718002984593913e-09,3.805198741757939e-10,5.783677586816964e-11,1.0175389139495589e-10,6.941442238282727e-11,0
4.518787192999674e-07,3.192897380216441e-05,1.3239810494036186e-09,8.630580720689531e-10,2.2346101926346307e-10,5.737627163019833e-11,8.55458134443659e-11,7.988111668740412e-11,0
-2.8567894370273186e-07,1.924489946879659e-05,4.04838069267916e-10,2.196875720697319e-10,4.444259197323018e-11,2.417506816685683e-11,7.357763308903707e-11,3.156925364574797e-11,0
-4.084246584595143e-08,5.0607312989751804e-05,3.4751484741969717e-09,2.6986675673044263e-09,3.1405416226076106e-10,6.74093946731756e-11,1.246851350083176e-10,7.457583308042434e-11,0
-3.2466527272632653e-07,2.6787733861828995e-05,8.507094288934438e-10,5.371186977869333e-10,9.904768511362756e-11,2.1919766056993317e-11,4.192612502804934e-11,2.0780960773363457e-11,0
8.28099319018522e-08,3.124448531483272e-05,1.201050739084683e-09,1.0392314542734582e-09,8.773419363684767e-11,2.295069613888311e-11,5.0526084418795677e-11,2.6682414140347644e-11,0
1.4145602772644932e-07,3.950699421610056e-05,2.178948700220777e-09,1.462886837137048e-09,2.9321538126564873e-10,3.922429673430337e-11,4.2656286417199515e-11,1.7191625813246573e-11,0
2.142397479031686e-07,2.1885922993792685e-05,5.508883058423368e-10,2.1776511080246704e-10,7.681861036465259e-11,2.406361790080948e-11,4.220549046989898e-11,2.0144869732509246e-11,0
5.979346331739718e-08,3.908874507646148e-05,1.7592540230934688e-09,1.005836614929775e-09,2.494989585945629e-10,5.202703324736163e-11,1.6646697327333886e-10,1.563259107187471e-10,0
5.476614280619838e-07,3.269882145178636e-05,1.7085925423585892e-09,1.4169798888184777e-09,1.5530579639441702e-10,3.3605111375985954e-11,6.206277618663415e-11,3.905047160760607e-11,0
-1.3042853880761788e-06,4.0689147220345516e-05,2.5686835938990183e-09,2.614317734790395e-09,3.7918683247635164e-10,5.211769683294236e-11,1.012345054970288e-10,6.043990965655929e-11,0
6.018248079833907e-07,3.26686994515977e-05,1.2429640667548864e-09,4.4791623754840447e-10,1.7526549654510933e-10,4.37380699474085e-11,1.1031118024274364e-10,9.871836525159434e-11,0
3.095587333491483e-07,3.730008051777869e-05,2.0832068466710386e-09,1.7471691662403135e-09,2.6979194299921407e-10,4.6563767877724096e-11,1.0276205939396127e-10,4.747479711863016e-11,0
-2.544194276803225e-07,3.373441190212907e-05,1.7448619149263376e-09,9.400269732271972e-10,3.6272472197202153e-10,5.605209372575023e-11,1.2262728230768517e-10,9.420441790130591e-11,0
2.0012951861256682e-07,2.7952311275592043e-05,1.1489295327751776e-09,1.001575894667083e-09,1.8108848956076036e-10,2.778629556560224e-11,8.853525208757308e-11,4.608483329230982e-11,0
-2.6894802089417065e-07,2.6118659922157206e-05,9.06916365808308e-10,4.2831160454105017e-10,1.1297572899974932e-10,2.4571085731225663e-11,1.3212801359079038e-10,7.855867789482266e-11,0
1.7598546764213128e-08,3.7988239281903966e-05,2.013868302427774e-09,1.043497038988758e-09,1.4882360186574394e-10,4.383865658731402e-11,2.6147449620011555e-10,2.652732951951635e-10,0
6.016565344670506e-07,4.1138618091712474e-05,2.660530985252831e-09,2.3130273097322876e-09,3.5305939517860956e-10,3.7135338539351355e-11,8.910255635754195e-11,5.071077903313141e-11,0
-3.544730585947185e-07,3.2837769999978964e-05,1.3884613348792683e-09,7.066166267295929e-10,1.1096382293339485e-10,3.136834128450249e-11,1.1143427161861792e-10,6.928568912913897e-11,0
3.0217057601584786e-07,4.214203089085641e-05,2.7516299148637585e-09,2.4930268407398986e-09,3.037299857482163e-10,5.673919116091e-11,1.5658273104830985e-10,9.78209903041066e-11,0
-5.334762835331411e-07,1.9883213791097333e-05,4.0810557257086004e-10,1.9585838687103493e-10,6.147295266727254e-11,1.8242889724339118e-11,5.075952890610279e-11,2.8355505044475026e-11,0
1.7706158975246843e-08,2.4866873221776008e-05,8.169838454864928e-10,4.943518340776976e-10,1.0449191537792473e-10,2.917938583577127e-11,4.900288856462975e-11,2.2924496559556533e-11,0
6.766734951414363e-07,3.7608624150922437e-05,2.0283649953079414e-09,1.1629258055932253e-09,2.2303249949194988e-10,3.8656758723333704e-11,1.2995551309422983e-10,2.21185492188699e-10,0
-4.65580215476696e-08,3.619265354075251e-05,1.7743960032616476e-09,1.8742002887572896e-09,1.2751276956067925e-10,3.2124603707486604e-11,8.206791316384204e-11,6.181639848468e-11,0
-5.687026449672289e-07,2.0572722284858953e-05,5.239129211684507e-10,2.9733604390383006e-10,8.271370781717673e-11,2.250503926113034e-11,3.187668068903421e-11,1.631207105940938e-11,0
8.1315327491271e-07,3.331501318955495e-05,1.5747148795611135e-09,8.370564384056592e-10,1.5130390444884696e-10,3.0332995965884226e-11,8.705217852617548e-11,1.0920023885247356e-10,0
-8.160857466636553e-07,2.9875735455891257e-05,1.2028655950030355e-09,5.775348040399746e-10,7.31647381797365e-11,4.4229540880745615e-11,1.6348388616854298e-10,1.435681562428177e-10,0
-2.141636765055929e-07,2.95727795875263e-05,1.4085729309249662e-09,9.523891618118744e-10,1.325180513213322e-10,2.8057280787218252e-11,8.474674197005332e-11,4.6553762009754744e-11,0
3.0795767040771055e-07,3.0492052332351423e-05,1.3076902236413597e-09,1.2687421250764596e-09,2.1442442117637807e-10,3.270081719083762e-11,4.629263754439814e-11,2.9008046300057846e-11,0
2.5520728385966947e-07,4.073170897427949e-05,2.4094593172400874e-09,2.0158382441705077e-09,3.742462604777709e-10,5.547616122572119e-11,1.6098787183783475e-10,9.172322107789796e-11,0
